OBJECTID,route_id,direction_id,time_period,speed_mph,district_name,org_id,agency,base64_url,route_name,Shape_Length
10854,502,1,peak,19.62633414,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Commerce Center,0.165738061173035
10855,502,1,all_day,20.02196309,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Commerce Center,0.165738061173035
10856,640,1,offpeak,8.59641425,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Arroyo Seco/Saugus,0.112793639028177
10857,640,1,all_day,8.59641425,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Arroyo Seco/Saugus,0.112793639028177
10858,620,0,offpeak,22.58204291,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Saugus High,0.20152087010744
10859,620,0,all_day,22.58204291,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Saugus High,0.20152087010744
10860,757,0,offpeak,33.240519,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,North Hollywood,0.626167702508625
10861,757,0,peak,26.18154139,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,North Hollywood,0.626167702508625
10862,757,0,all_day,29.25717377,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,North Hollywood,0.626167702508625
10863,757,1,offpeak,21.68511342,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,North Hollywood,0.0957889185975408
10864,757,1,peak,22.33248422,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,North Hollywood,0.0957889185975408
10865,757,1,all_day,22.04005447,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,North Hollywood,0.0957889185975408
10866,634,1,offpeak,14.11438168,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,West Ranch/Rancho Pico,0.157652195465975
10867,634,1,peak,14.33138153,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,West Ranch/Rancho Pico,0.157652195465975
10868,634,1,all_day,14.20944282,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,West Ranch/Rancho Pico,0.157652195465975
10869,4,0,offpeak,12.86780611,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Bouquet Cyn/Newhall Metrolink,0.230934942111719
10870,4,0,peak,12.19210629,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Bouquet Cyn/Newhall Metrolink,0.230934942111719
10871,4,0,all_day,12.44942485,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Bouquet Cyn/Newhall Metrolink,0.230934942111719
10872,4,1,offpeak,14.85705379,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Bouquet Cyn/Newhall Metrolink,0.223716158989865
10873,4,1,peak,15.2394429,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Bouquet Cyn/Newhall Metrolink,0.223716158989865
10874,4,1,all_day,15.08645882,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Bouquet Cyn/Newhall Metrolink,0.223716158989865
10875,799,0,peak,23.28616951,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Los Angeles,0.654284497215747
10876,799,0,all_day,23.28616951,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Los Angeles,0.654284497215747
10877,799,1,offpeak,26.50080694,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Los Angeles,0.646612993055011
10878,799,1,all_day,26.50080694,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Los Angeles,0.646612993055011
10879,12,0,offpeak,16.74566696,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Whites Cyn/MRTC,0.219301492127143
10880,12,0,peak,17.35315236,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Whites Cyn/MRTC,0.219301492127143
10881,12,0,all_day,17.0277144,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Whites Cyn/MRTC,0.219301492127143
10882,12,1,offpeak,16.13195136,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Whites Cyn/MRTC,0.234528953422246
10883,12,1,peak,16.81895148,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Whites Cyn/MRTC,0.234528953422246
10884,12,1,all_day,16.48354304,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Whites Cyn/MRTC,0.234528953422246
10885,6,1,offpeak,14.69926058,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Stevenson Ranch/Shadow Pines,0.38973799428201
10886,6,1,peak,16.01994302,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Stevenson Ranch/Shadow Pines,0.38973799428201
10887,6,1,all_day,15.37367088,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Stevenson Ranch/Shadow Pines,0.38973799428201
10888,6,0,offpeak,15.73764728,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Stevenson Ranch/Shadow Pines,0.391175780241946
10889,6,0,peak,15.41621651,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Stevenson Ranch/Shadow Pines,0.391175780241946
10890,6,0,all_day,15.55840194,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Stevenson Ranch/Shadow Pines,0.391175780241946
10891,632,0,peak,10.89502481,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Canyon High,0.119653015927079
10892,632,0,all_day,10.89502481,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Canyon High,0.119653015927079
10893,626,0,peak,13.9838609,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,La Mesa Jr High,0.0889057871468567
10894,626,0,all_day,13.9838609,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,La Mesa Jr High,0.0889057871468567
10895,641,1,peak,17.49975258,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Placerita/Hart,0.06474591703147
10896,641,1,all_day,17.49975258,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Placerita/Hart,0.06474591703147
10897,644,0,peak,9.91396984,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,La Mesa Jr High,0.0676566127261215
10898,644,0,all_day,9.91396984,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,La Mesa Jr High,0.0676566127261215
10899,637,1,offpeak,9.83760626,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Arroy Seco/Saugus,0.0813421561154206
10900,637,1,all_day,9.83760626,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Arroy Seco/Saugus,0.0813421561154206
10901,621,0,peak,16.50275847,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Saugus High,0.145727745727181
10902,621,0,all_day,16.50275847,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Saugus High,0.145727745727181
10903,791,1,offpeak,29.2879624,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Warner Center,0.514138953293583
10904,791,1,peak,25.68480646,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Warner Center,0.514138953293583
10905,791,1,all_day,27.29003889,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Warner Center,0.514138953293583
10906,791,0,offpeak,30.5413892,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Warner Center,0.518089411121277
10907,791,0,peak,28.96565197,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Warner Center,0.518089411121277
10908,791,0,all_day,29.51667249,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Warner Center,0.518089411121277
10909,629,1,peak,15.8125456,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Golden Valley High,0.153700284445482
10910,629,1,all_day,15.8125456,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Golden Valley High,0.153700284445482
10911,1,1,offpeak,18.5210522,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Castaic/MRTC,0.186318266534773
10912,1,1,peak,18.81727807,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Castaic/MRTC,0.186318266534773
10913,1,1,all_day,18.69351463,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Castaic/MRTC,0.186318266534773
10914,1,0,offpeak,20.41481549,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Castaic/MRTC,0.182477447686992
10915,1,0,peak,22.89276778,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Castaic/MRTC,0.182477447686992
10916,1,0,all_day,21.67853432,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Castaic/MRTC,0.182477447686992
10917,501,0,peak,11.2218491,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Magic Mountain,0.203878058155278
10918,501,0,all_day,11.2218491,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Magic Mountain,0.203878058155278
10919,501,1,peak,18.24098755,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Magic Mountain,0.11852234502833
10920,501,1,all_day,18.24098755,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Magic Mountain,0.11852234502833
10921,796,0,peak,21.97481607,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Warner Center,0.52565144652924
10922,796,0,all_day,21.97481607,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Warner Center,0.52565144652924
10923,796,1,offpeak,23.42629176,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Warner Center,0.52197526343024
10924,796,1,all_day,23.42629176,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Warner Center,0.52197526343024
10925,633,1,peak,17.70921982,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Saugus High,0.15678118162061
10926,633,1,all_day,17.70921982,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Saugus High,0.15678118162061
10927,3,1,offpeak,14.40323085,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Magic Mountain/Seco Canyon,0.16959663206819
10928,3,1,peak,14.51907788,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Magic Mountain/Seco Canyon,0.16959663206819
10929,3,1,all_day,14.47197486,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Magic Mountain/Seco Canyon,0.16959663206819
10930,3,0,offpeak,15.02729285,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Magic Mountain/Seco Canyon,0.16064999148373
10931,3,0,peak,14.07623855,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Magic Mountain/Seco Canyon,0.16064999148373
10932,3,0,all_day,14.38354865,07 - Los Angeles,recImm5SmW2zq9rMT,City of Santa Clarita,aHR0cHM6Ly9hcHBzLnNhbnRhY2xhcml0YXRyYW5zaXQuY29tL3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,Magic Mountain/Seco Canyon,0.16064999148373
10933,27,1,offpeak,16.91032462,05 - San Luis Obispo,reciakGBN1DP9dK9N,San Luis Obispo Regional Transit Authority,aHR0cHM6Ly9zbG8uY29ubmV4aW9uei5uZXQvcnR0L3B1YmxpYy9yZXNvdXJjZS9ndGZzLnppcA==,SCT - Grover Beach / Arroyo Grande / Oceano,0.184473028274397
10934,27,1,peak,19.52232442,05 - San Luis Obispo,reciakGBN1DP9dK9N,San Luis Obispo Regional Transit Authority,aHR0cHM6Ly9zbG8uY29ubmV4aW9uei5uZXQvcnR0L3B1YmxpYy9yZXNvdXJjZS9ndGZzLnppcA==,SCT - Grover Beach / Arroyo Grande / Oceano,0.184473028274397
10935,27,1,all_day,18.16538076,05 - San Luis Obispo,reciakGBN1DP9dK9N,San Luis Obispo Regional Transit Authority,aHR0cHM6Ly9zbG8uY29ubmV4aW9uei5uZXQvcnR0L3B1YmxpYy9yZXNvdXJjZS9ndGZzLnppcA==,SCT - Grover Beach / Arroyo Grande / Oceano,0.184473028274397
10936,24,0,offpeak,10.19422136,05 - San Luis Obispo,reciakGBN1DP9dK9N,San Luis Obispo Regional Transit Authority,aHR0cHM6Ly9zbG8uY29ubmV4aW9uei5uZXQvcnR0L3B1YmxpYy9yZXNvdXJjZS9ndGZzLnppcA==,SCT - Arroyo Grande / Pismo Beach / Grover Beach,0.200469060144319
10937,24,0,peak,12.7398557,05 - San Luis Obispo,reciakGBN1DP9dK9N,San Luis Obispo Regional Transit Authority,aHR0cHM6Ly9zbG8uY29ubmV4aW9uei5uZXQvcnR0L3B1YmxpYy9yZXNvdXJjZS9ndGZzLnppcA==,SCT - Arroyo Grande / Pismo Beach / Grover Beach,0.200469060144319
10938,24,0,all_day,11.15854446,05 - San Luis Obispo,reciakGBN1DP9dK9N,San Luis Obispo Regional Transit Authority,aHR0cHM6Ly9zbG8uY29ubmV4aW9uei5uZXQvcnR0L3B1YmxpYy9yZXNvdXJjZS9ndGZzLnppcA==,SCT - Arroyo Grande / Pismo Beach / Grover Beach,0.200469060144319
10939,12N,1,offpeak,30.86021756,05 - San Luis Obispo,reciakGBN1DP9dK9N,San Luis Obispo Regional Transit Authority,aHR0cHM6Ly9zbG8uY29ubmV4aW9uei5uZXQvcnR0L3B1YmxpYy9yZXNvdXJjZS9ndGZzLnppcA==,RTA - San Luis Obispo / Morro Bay / Los Osos,0.307323433081416
10940,12N,1,peak,32.03982956,05 - San Luis Obispo,reciakGBN1DP9dK9N,San Luis Obispo Regional Transit Authority,aHR0cHM6Ly9zbG8uY29ubmV4aW9uei5uZXQvcnR0L3B1YmxpYy9yZXNvdXJjZS9ndGZzLnppcA==,RTA - San Luis Obispo / Morro Bay / Los Osos,0.307323433081416
